study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
7,76.8,46.8,high,medium,private,5,mid,medium,9,high,6,balanced,83.7
6,85.2,48.4,low,medium,private,4,low,high,8,moderate,5,balanced,64.5
8,67.0,53.7,high,medium,private,10,mid,high,5,moderate,3,junk-heavy,85.4
5,55.6,37.5,medium,medium,private,1,low,medium,9,low,7,mixed,47.8
1,63.9,78.8,high,medium,private,3,mid,high,9,high,2,balanced,57.2
1,88.6,44.5,low,low,public,1,mid,medium,7,none,6,junk-heavy,25.0
9,67.6,94.8,high,medium,public,4,low,medium,8,low,2,mixed,98.0
6,90.6,45.1,low,high,public,2,low,low,9,moderate,4,junk-heavy,68.8
5,66.0,47.9,medium,medium,international,5,mid,high,9,moderate,7,balanced,76.4
1,58.2,50.8,low,medium,public,10,low,high,8,moderate,2,mixed,38.5
6,71.8,83.8,low,high,public,4,high,low,6,low,6,balanced,78.4
6,72.6,59.9,medium,high,private,1,low,low,9,none,6,balanced,78.9
3,50.8,87.4,high,medium,public,9,mid,medium,7,none,1,mixed,67.7
8,55.9,84.9,high,medium,public,10,low,medium,7,low,5,balanced,98.0
1,59.2,95.1,medium,medium,private,7,low,medium,6,low,2,mixed,54.4
1,55.7,83.0,low,medium,public,5,low,high,9,high,3,balanced,47.0
6,67.1,33.6,medium,medium,private,8,low,high,4,low,4,mixed,56.2
1,98.2,88.6,high,low,public,2,low,medium,6,high,1,junk-heavy,55.5
6,75.5,95.7,low,medium,public,10,mid,medium,7,none,2,junk-heavy,70.9
1,81.4,99.6,medium,low,international,3,low,high,11,low,5,junk-heavy,52.6
6,67.8,38.8,low,medium,public,10,low,high,8,none,3,balanced,65.5
3,66.2,72.9,medium,medium,public,7,low,low,10,moderate,6,balanced,72.6
8,51.2,44.0,low,high,private,6,low,medium,4,none,2,mixed,65.3
6,75.0,48.4,low,high,public,7,mid,high,10,moderate,5,mixed,72.9
1,74.2,82.2,low,medium,public,8,mid,medium,10,none,2,mixed,51.4
5,57.9,98.4,medium,high,public,7,high,high,10,low,1,mixed,92.6
8,88.2,71.6,medium,high,public,7,low,high,9,low,4,mixed,82.0
3,74.6,89.5,medium,high,public,5,low,medium,7,low,7,mixed,58.1
6,66.9,30.6,low,low,private,10,low,high,11,moderate,5,mixed,61.6
5,57.3,32.6,low,medium,public,1,low,low,7,low,4,balanced,43.7
6,77.6,71.8,low,medium,public,6,high,low,10,none,4,mixed,75.2
1,87.6,57.2,high,low,public,3,mid,medium,6,high,6,mixed,43.7
7,64.1,92.3,medium,high,public,2,mid,medium,5,moderate,7,balanced,72.8
9,60.9,51.1,high,low,public,3,low,low,7,none,3,mixed,76.6
2,76.1,60.2,medium,medium,public,3,high,medium,11,moderate,7,balanced,61.6
5,57.8,67.0,medium,low,international,2,mid,low,5,low,5,junk-heavy,57.5
4,83.3,49.1,low,medium,public,8,mid,medium,11,high,3,balanced,78.8
6,80.3,93.6,medium,medium,public,2,high,high,4,moderate,6,junk-heavy,57.5
6,54.4,62.5,medium,medium,public,1,high,medium,8,moderate,7,junk-heavy,58.0
2,51.8,59.7,high,medium,private,0,low,high,5,none,4,junk-heavy,26.9
2,81.0,89.5,high,medium,international,10,low,low,11,high,7,mixed,74.9
4,64.7,51.8,medium,medium,international,0,low,medium,5,none,1,mixed,51.7
1,54.3,87.2,medium,medium,public,4,mid,low,5,low,1,mixed,46.1
9,88.0,38.6,low,medium,public,4,low,medium,5,moderate,2,balanced,84.4
7,65.7,42.8,medium,low,public,8,high,medium,11,low,2,junk-heavy,81.4
7,73.0,96.6,high,low,public,3,mid,medium,5,high,5,mixed,65.6
3,61.8,89.0,low,medium,private,4,high,low,11,high,7,junk-heavy,65.1
3,81.4,57.2,high,medium,public,5,mid,low,4,none,1,junk-heavy,55.6
1,65.1,74.7,medium,low,private,9,mid,medium,9,moderate,4,balanced,59.4
3,98.4,96.0,medium,low,international,6,low,high,9,none,1,balanced,77.7
3,85.1,44.8,low,medium,public,8,high,low,7,moderate,5,mixed,60.2
4,56.8,34.1,medium,medium,private,5,mid,medium,8,moderate,2,mixed,65.7
4,70.8,67.6,medium,medium,public,0,mid,low,11,low,6,balanced,63.4
3,69.3,40.0,medium,medium,public,7,low,high,10,moderate,2,junk-heavy,55.4
8,76.7,43.1,medium,low,public,1,high,medium,7,moderate,6,junk-heavy,64.4
8,92.1,92.4,low,medium,public,8,low,low,4,moderate,3,junk-heavy,85.9
1,79.2,30.5,medium,medium,public,10,high,high,4,low,6,junk-heavy,29.0
7,53.1,87.2,medium,medium,public,6,mid,medium,5,none,2,junk-heavy,78.2
2,82.8,66.2,high,high,private,6,mid,high,11,moderate,7,mixed,76.2
1,50.4,69.2,high,medium,public,9,high,medium,11,none,4,mixed,51.4
3,89.0,77.0,medium,medium,private,9,mid,medium,10,moderate,7,mixed,77.3
4,83.3,60.2,medium,low,private,4,mid,high,4,moderate,5,mixed,42.3
6,65.4,38.1,medium,low,private,7,low,medium,11,low,7,balanced,72.7
5,64.6,37.2,high,low,public,9,low,high,10,low,7,junk-heavy,44.0
4,89.9,82.8,low,medium,public,0,mid,low,11,low,2,junk-heavy,68.6
8,89.2,45.5,low,medium,private,2,low,high,4,moderate,2,mixed,60.8
4,67.6,32.0,medium,medium,private,8,low,medium,5,moderate,6,mixed,49.6
2,64.9,98.6,high,medium,public,0,low,medium,11,low,4,junk-heavy,52.5
3,78.0,98.6,low,high,private,10,low,medium,4,low,2,balanced,70.6
6,50.4,56.5,low,low,public,7,mid,low,4,low,7,balanced,52.3
8,54.1,31.8,medium,low,private,5,low,medium,4,low,4,junk-heavy,53.7
8,56.3,80.9,low,low,public,9,mid,medium,6,moderate,2,balanced,86.2
9,59.3,88.2,high,medium,public,4,low,medium,10,moderate,4,mixed,98.0
7,75.6,38.8,medium,low,public,5,low,low,9,low,2,junk-heavy,80.7
2,99.6,39.5,high,medium,public,10,low,medium,7,moderate,5,mixed,57.1
8,82.6,87.6,low,medium,public,4,low,low,6,moderate,3,balanced,89.7
7,53.1,94.5,medium,low,international,8,mid,high,10,moderate,3,balanced,96.4
8,76.3,85.4,high,low,public,1,low,low,10,low,7,junk-heavy,74.3
3,74.8,44.1,medium,medium,public,9,mid,low,7,none,1,mixed,54.0
7,57.2,58.8,medium,low,private,5,low,medium,5,moderate,3,balanced,63.2
9,96.0,72.1,medium,low,private,3,low,low,5,moderate,7,mixed,70.0
3,72.0,41.2,high,medium,public,2,mid,high,9,low,4,junk-heavy,53.3
6,99.7,44.7,low,medium,private,4,mid,medium,7,moderate,4,mixed,74.0
2,71.0,49.8,high,low,public,1,low,medium,7,moderate,6,balanced,47.4
2,80.4,65.7,medium,medium,public,2,low,high,9,low,3,junk-heavy,45.1
5,55.2,65.8,high,low,private,6,mid,low,8,none,6,balanced,70.3
5,72.7,87.0,medium,medium,international,0,mid,low,7,low,4,balanced,88.5
7,61.9,82.7,low,high,public,1,mid,medium,7,moderate,5,junk-heavy,68.1
2,91.8,94.0,medium,high,public,2,low,medium,5,low,4,balanced,58.8
7,89.2,88.3,high,medium,public,9,mid,high,5,moderate,6,mixed,89.6
5,91.2,47.8,high,medium,public,6,high,high,4,moderate,5,mixed,68.1
6,86.2,53.2,medium,medium,international,3,low,high,4,moderate,5,balanced,70.1
8,91.6,65.0,medium,low,private,7,mid,high,10,high,5,mixed,92.8
4,60.0,31.0,medium,medium,private,7,low,high,10,high,2,mixed,57.9
7,72.6,93.3,low,high,public,0,mid,high,5,moderate,1,mixed,73.1
6,84.6,33.1,low,medium,public,4,low,low,10,none,6,junk-heavy,51.0
2,81.9,52.6,medium,medium,public,0,low,medium,11,none,4,junk-heavy,31.8
8,85.8,69.8,medium,medium,public,6,mid,medium,4,high,2,balanced,94.3
9,61.2,66.2,low,low,private,3,low,medium,6,none,6,balanced,72.8
5,54.9,75.8,high,medium,public,7,high,low,6,high,1,junk-heavy,70.7
4,95.8,66.9,medium,low,public,7,low,high,9,moderate,2,junk-heavy,57.5
6,78.0,46.0,medium,low,private,8,mid,medium,4,none,4,junk-heavy,58.1
8,57.7,44.1,low,low,private,10,low,medium,4,high,6,junk-heavy,59.1
3,89.7,93.5,medium,medium,public,5,mid,medium,10,high,5,balanced,85.4
1,95.7,48.5,medium,low,private,6,high,medium,7,moderate,2,junk-heavy,48.7
4,58.5,49.7,medium,medium,public,6,low,medium,11,low,1,balanced,71.8
4,90.9,58.9,medium,medium,private,4,high,medium,7,moderate,1,junk-heavy,74.2
1,96.7,39.8,medium,low,public,6,mid,high,11,moderate,1,balanced,56.5
9,96.9,65.5,high,low,public,8,mid,high,11,moderate,6,balanced,98.0
3,95.7,76.6,medium,low,private,10,low,medium,6,moderate,2,mixed,67.5
5,77.3,85.0,medium,medium,public,3,mid,medium,11,none,7,balanced,73.1
6,67.8,79.8,high,low,public,1,low,high,10,none,7,junk-heavy,51.1
8,50.4,40.3,low,medium,public,7,high,low,9,low,7,mixed,78.1
6,53.0,61.9,medium,medium,public,6,mid,low,6,low,1,balanced,82.8
3,71.4,32.7,low,medium,private,5,mid,medium,7,moderate,3,junk-heavy,31.7
6,70.0,31.2,medium,medium,public,6,high,medium,10,none,6,balanced,63.5
1,59.2,60.8,medium,medium,public,2,low,high,7,moderate,1,balanced,39.5
4,69.8,47.7,low,medium,private,5,high,medium,9,none,1,junk-heavy,64.9
6,58.7,77.8,high,high,public,9,mid,medium,7,low,2,junk-heavy,83.5
7,92.4,80.7,medium,low,public,6,low,medium,4,high,7,balanced,73.5
3,64.9,92.7,medium,high,public,6,mid,high,5,high,7,junk-heavy,49.5
9,79.9,83.2,medium,high,public,4,mid,medium,10,high,4,balanced,98.0
7,75.1,33.4,medium,low,public,2,mid,medium,6,moderate,2,mixed,63.0
1,52.6,56.0,medium,high,private,1,mid,medium,11,moderate,2,junk-heavy,45.5
2,97.1,49.1,high,medium,private,6,low,high,8,high,3,balanced,57.7
1,76.4,57.0,high,high,private,3,low,high,9,none,4,mixed,63.0
9,66.3,41.2,medium,medium,private,1,high,high,10,high,2,balanced,92.3
9,57.9,36.8,medium,medium,international,7,low,medium,7,low,3,balanced,98.0
7,66.9,66.5,high,low,international,1,high,low,4,moderate,2,balanced,84.0
3,51.0,80.4,medium,medium,private,5,low,high,6,moderate,3,junk-heavy,52.0
5,68.2,79.1,low,low,private,3,low,high,7,moderate,6,balanced,50.6
4,76.6,61.6,low,medium,private,8,low,medium,11,high,5,balanced,72.5
7,93.6,66.6,high,high,public,4,high,medium,4,low,1,junk-heavy,86.6
9,84.4,66.1,medium,low,public,3,low,medium,6,moderate,1,mixed,80.2
2,55.6,78.4,high,medium,public,7,low,medium,11,low,2,junk-heavy,59.0
8,57.4,33.4,medium,low,international,2,high,high,6,moderate,7,junk-heavy,54.0
9,71.4,79.7,medium,low,private,8,mid,low,8,low,3,mixed,97.3
9,59.8,70.8,medium,medium,private,7,high,high,8,high,7,balanced,90.3
7,51.4,43.9,low,low,public,7,high,medium,6,low,5,balanced,61.4
9,90.3,33.4,high,high,public,9,high,low,4,moderate,1,mixed,98.0
9,51.0,37.6,medium,low,public,4,mid,medium,7,low,7,junk-heavy,57.4
3,91.5,66.7,medium,low,private,0,mid,medium,10,moderate,2,balanced,76.8
4,57.2,83.1,medium,low,private,10,mid,high,11,moderate,6,junk-heavy,62.8
2,98.7,53.4,low,medium,private,9,low,medium,10,high,7,mixed,55.4
3,80.2,56.5,medium,low,public,8,mid,medium,9,none,7,balanced,64.4
5,86.7,95.4,low,medium,public,1,low,low,11,none,2,balanced,76.4
5,55.5,44.9,medium,medium,public,0,high,low,7,moderate,3,balanced,65.0
6,93.1,37.3,high,low,public,5,mid,low,6,moderate,4,junk-heavy,67.1
7,92.0,54.0,medium,low,private,0,high,low,10,moderate,6,junk-heavy,76.2
7,82.6,82.2,high,high,public,9,low,medium,7,high,2,balanced,98.0
1,75.1,73.8,medium,medium,public,9,mid,medium,8,none,5,junk-heavy,50.2
2,86.1,59.1,low,medium,public,9,mid,low,7,moderate,5,junk-heavy,52.3
9,50.3,97.5,medium,medium,public,6,high,medium,5,high,4,balanced,98.0
2,79.6,81.4,high,medium,public,6,low,low,8,high,5,junk-heavy,63.8
6,92.4,34.3,low,medium,international,0,low,high,8,moderate,3,junk-heavy,50.8
1,67.8,82.1,high,high,public,9,mid,medium,6,low,2,junk-heavy,58.8
3,55.4,31.7,medium,low,private,4,mid,medium,6,high,3,mixed,42.8
2,71.0,75.5,low,low,public,2,low,medium,7,moderate,7,balanced,37.3
3,86.4,44.7,medium,medium,private,10,high,medium,7,low,4,balanced,74.9
5,55.4,78.8,medium,high,public,1,low,high,6,moderate,4,junk-heavy,52.6
6,60.3,51.7,medium,low,private,10,mid,high,11,low,3,junk-heavy,71.2
9,57.4,91.1,high,medium,public,4,low,medium,4,moderate,6,mixed,78.3
4,89.8,53.6,high,medium,public,4,low,medium,7,moderate,1,balanced,73.7
7,53.1,73.4,high,medium,public,1,high,medium,4,none,4,balanced,75.4
6,84.3,50.0,high,low,international,5,mid,medium,10,high,2,junk-heavy,80.1
2,68.3,94.2,high,medium,public,6,high,high,11,low,6,mixed,67.3
8,87.8,84.7,high,low,private,0,high,medium,8,low,4,junk-heavy,88.5
7,98.2,47.0,low,low,private,2,high,low,9,low,3,mixed,87.7
7,55.7,96.4,medium,low,public,3,mid,medium,9,none,3,balanced,77.5
8,65.7,55.0,low,medium,public,1,high,high,5,low,5,junk-heavy,51.0
1,90.5,75.6,medium,high,public,9,low,high,4,moderate,6,balanced,39.2
1,63.3,82.0,high,medium,public,10,mid,high,7,none,1,mixed,53.3
8,60.8,31.6,low,medium,public,4,low,low,9,low,3,balanced,72.7
4,91.3,97.1,medium,medium,private,3,mid,high,10,high,7,junk-heavy,63.7
5,99.4,54.1,medium,low,private,10,high,low,6,low,5,balanced,92.7
8,77.8,43.3,low,low,private,1,mid,medium,6,high,5,mixed,65.6
5,63.9,89.5,medium,medium,public,10,high,medium,5,none,2,junk-heavy,76.6
4,69.9,79.2,medium,medium,private,0,low,high,5,moderate,5,mixed,42.3
6,58.5,36.1,low,high,public,7,high,low,11,low,1,balanced,85.4
5,88.1,38.2,medium,medium,public,1,low,high,8,none,2,balanced,55.5
7,88.7,80.1,medium,medium,private,3,high,low,10,moderate,3,balanced,98.0
7,93.8,35.2,medium,medium,private,9,high,high,11,none,6,junk-heavy,72.0
4,51.3,94.2,low,medium,public,4,low,medium,4,low,7,balanced,47.2
5,78.1,81.9,medium,medium,private,1,mid,high,5,moderate,3,mixed,55.6
3,60.7,53.5,low,medium,public,9,mid,medium,8,low,5,balanced,61.5
4,67.0,55.4,high,medium,private,8,mid,medium,10,low,4,junk-heavy,70.5
4,89.2,65.5,medium,medium,public,1,low,medium,8,none,1,balanced,65.2
3,59.6,55.3,high,medium,public,5,high,medium,8,high,1,junk-heavy,65.0
5,81.9,84.8,high,high,private,6,mid,medium,9,low,5,junk-heavy,82.0
5,82.7,98.2,high,medium,private,5,low,low,9,none,1,balanced,98.0
7,97.7,70.9,medium,medium,public,10,low,medium,7,none,7,mixed,69.7
4,88.8,61.2,medium,medium,private,10,mid,high,5,low,2,mixed,74.4
4,90.2,45.6,medium,high,international,3,low,medium,9,low,5,junk-heavy,59.9
9,76.6,75.7,low,medium,private,0,mid,medium,10,moderate,4,junk-heavy,87.1
6,59.3,78.0,high,medium,private,1,mid,medium,6,high,3,balanced,81.0
4,71.3,78.0,medium,low,private,9,low,high,8,none,1,junk-heavy,63.6
2,77.5,31.9,high,high,private,9,mid,high,6,low,6,junk-heavy,47.8
6,83.9,92.9,high,medium,public,5,mid,medium,11,moderate,3,balanced,98.0
2,80.4,53.7,low,medium,private,7,high,high,7,none,4,mixed,50.8
5,69.7,82.1,medium,high,public,2,mid,medium,4,none,4,balanced,65.8
6,63.3,83.2,medium,high,public,6,high,low,7,none,2,balanced,98.0
4,58.4,75.5,medium,high,public,8,low,medium,7,high,4,junk-heavy,64.5
3,84.7,57.6,medium,low,public,3,mid,high,5,moderate,4,junk-heavy,33.3
7,82.3,72.6,high,medium,public,10,low,high,8,low,1,balanced,95.2
2,84.4,32.8,medium,medium,international,6,mid,high,7,high,3,junk-heavy,49.9
6,68.6,83.3,medium,low,public,6,mid,medium,8,high,6,balanced,69.2
4,63.1,37.0,medium,high,public,9,high,medium,11,low,1,mixed,85.5
6,88.0,57.8,medium,high,public,8,high,low,6,moderate,1,junk-heavy,88.3
4,88.7,37.3,medium,medium,public,2,high,low,4,low,7,mixed,42.8
4,72.8,88.6,medium,low,public,10,low,medium,10,low,5,balanced,76.3
4,80.6,68.5,medium,low,public,0,low,high,4,moderate,6,mixed,31.3
9,68.7,78.4,medium,medium,private,7,low,medium,6,moderate,5,mixed,86.1
7,85.1,77.8,medium,low,public,3,low,medium,5,low,2,mixed,68.0
3,91.8,88.9,medium,medium,public,1,low,medium,6,none,6,mixed,47.2
3,84.4,39.3,high,medium,public,4,mid,high,11,moderate,2,junk-heavy,58.8
6,75.6,76.2,low,high,public,3,high,medium,9,low,4,balanced,84.8
6,72.9,70.3,medium,low,public,0,mid,medium,6,none,2,mixed,64.7
4,82.1,32.2,low,medium,public,6,high,medium,9,none,7,balanced,58.6
9,84.0,44.1,low,high,public,3,high,medium,5,moderate,2,balanced,98.0
4,77.9,48.7,high,medium,private,7,low,medium,11,moderate,4,mixed,88.1
9,81.2,35.1,high,low,public,8,high,medium,10,low,3,balanced,98.0
4,54.8,54.8,medium,low,private,7,low,medium,5,none,7,balanced,40.7
2,97.6,31.9,high,high,public,0,mid,medium,7,high,4,junk-heavy,47.5
2,89.5,68.7,high,medium,private,7,low,high,8,none,4,mixed,57.7
5,68.7,44.8,medium,high,public,4,low,high,4,none,3,mixed,59.8
4,78.1,50.1,high,low,international,0,mid,medium,5,moderate,4,junk-heavy,49.8
7,52.4,93.7,medium,medium,public,8,mid,high,9,low,5,balanced,84.6
5,52.1,65.2,medium,medium,international,8,high,high,5,moderate,2,junk-heavy,62.1
6,62.5,48.8,high,low,private,6,high,medium,7,low,4,junk-heavy,68.5
4,84.5,71.9,low,high,public,6,mid,low,7,low,1,balanced,75.2
2,92.6,44.1,high,medium,international,10,mid,medium,10,none,2,mixed,69.0
9,78.0,35.2,low,high,public,0,low,high,8,none,7,balanced,69.4
7,76.6,31.5,high,high,private,8,mid,medium,5,moderate,5,balanced,95.0
4,70.1,96.6,medium,medium,private,0,low,low,5,moderate,5,balanced,62.5
3,58.1,80.7,medium,medium,public,6,low,medium,11,moderate,7,mixed,64.1
3,55.9,86.0,low,medium,public,8,low,medium,7,moderate,7,balanced,47.8
9,88.0,98.7,high,medium,public,8,mid,high,6,low,4,junk-heavy,92.5
5,96.4,95.2,low,medium,private,4,mid,high,8,high,3,mixed,73.2
3,72.9,81.6,medium,medium,private,5,low,medium,5,moderate,1,balanced,74.7
5,83.0,78.6,medium,low,private,1,low,low,11,moderate,4,balanced,80.8
2,95.7,53.6,medium,medium,public,1,mid,medium,4,low,3,balanced,51.1
4,54.5,37.3,high,medium,private,9,mid,low,10,low,5,junk-heavy,67.5
2,88.5,70.2,low,low,international,8,mid,medium,4,high,2,junk-heavy,51.1
2,80.8,70.3,medium,high,public,0,low,high,9,low,7,mixed,46.5
8,79.9,96.7,medium,low,public,9,low,medium,7,moderate,5,balanced,84.7
1,64.6,61.0,medium,low,public,4,low,medium,9,none,4,mixed,41.8
7,84.2,78.4,low,low,private,6,mid,low,4,low,3,mixed,75.5
5,89.7,70.2,high,medium,public,9,mid,medium,7,high,7,mixed,70.5
8,55.6,42.4,high,medium,private,5,mid,low,10,high,4,junk-heavy,86.8
1,76.7,71.4,low,medium,international,5,mid,medium,10,moderate,5,mixed,60.6
7,55.1,67.8,low,medium,public,5,mid,medium,11,moderate,1,mixed,81.7
5,93.6,64.6,high,medium,public,7,mid,high,6,high,5,junk-heavy,66.6
4,75.4,65.9,low,medium,public,6,low,medium,10,high,4,balanced,59.2
7,90.4,41.5,medium,low,public,4,low,medium,7,high,3,mixed,60.3
2,68.4,62.4,medium,medium,public,9,high,high,5,high,4,mixed,44.3
1,56.3,72.4,medium,medium,private,1,mid,medium,4,low,2,balanced,49.3
1,52.1,64.3,medium,low,public,9,low,medium,5,moderate,2,mixed,42.5
1,64.1,64.2,high,low,international,5,mid,low,4,low,3,balanced,61.7
5,62.2,35.4,medium,medium,public,9,low,high,4,moderate,7,balanced,55.8
7,78.0,43.4,high,medium,public,4,mid,medium,7,moderate,5,balanced,78.5
2,51.1,52.5,medium,low,private,3,high,low,10,none,4,balanced,63.1
8,76.0,59.4,medium,low,public,9,low,medium,10,none,6,junk-heavy,70.9
4,69.6,71.6,low,low,public,10,low,medium,8,none,6,junk-heavy,52.2
3,78.9,90.4,high,high,private,4,mid,low,4,moderate,2,junk-heavy,78.7
8,85.1,41.1,medium,medium,private,8,mid,high,11,none,1,junk-heavy,86.6
2,81.7,31.1,medium,low,public,1,low,medium,4,moderate,2,mixed,33.4
3,99.2,61.4,high,low,public,5,mid,medium,9,high,5,balanced,72.2
3,56.9,60.2,high,high,international,10,low,medium,8,high,3,mixed,78.0
1,71.5,68.6,high,low,public,8,low,medium,5,low,1,mixed,50.1
6,71.2,88.3,medium,high,public,9,mid,low,11,moderate,4,mixed,98.0
2,70.9,86.2,high,low,private,4,mid,medium,4,high,4,junk-heavy,46.5
1,83.2,37.0,medium,low,public,10,mid,high,10,high,7,mixed,47.1
2,74.5,95.4,high,medium,public,5,low,high,7,low,6,balanced,47.5
6,75.9,37.7,high,medium,public,9,mid,medium,8,low,7,balanced,76.7
4,71.6,74.4,high,high,private,3,mid,medium,8,low,7,mixed,68.1
6,99.6,77.1,high,high,private,4,mid,medium,9,low,3,mixed,96.2
9,96.4,77.6,low,medium,public,7,mid,high,4,high,1,balanced,92.8
8,65.4,48.6,high,medium,public,0,high,high,5,low,1,junk-heavy,62.1
1,55.6,53.1,medium,high,private,0,mid,low,5,low,1,junk-heavy,46.9
8,92.0,68.4,high,medium,public,9,mid,low,10,low,3,junk-heavy,98.0
9,99.9,44.0,high,low,public,3,high,high,6,none,3,junk-heavy,78.7
6,64.6,31.4,low,low,public,9,high,low,6,moderate,4,mixed,65.7
5,67.9,69.4,medium,low,public,2,low,high,7,moderate,7,mixed,40.8
6,97.1,62.6,high,high,public,4,mid,high,10,low,2,mixed,87.3
6,85.6,76.0,medium,medium,public,10,low,high,9,none,5,junk-heavy,68.6
9,64.8,40.3,medium,low,public,9,low,low,4,high,4,balanced,85.9
4,79.1,88.9,low,high,private,7,high,medium,5,low,6,junk-heavy,62.7
2,97.2,40.2,low,low,public,0,high,medium,6,moderate,6,junk-heavy,30.3
9,90.6,92.4,medium,medium,private,4,low,high,4,none,6,balanced,77.4
2,87.1,61.5,medium,high,public,4,low,medium,9,low,7,junk-heavy,48.2
9,86.8,68.5,low,medium,public,1,mid,medium,4,low,1,junk-heavy,72.3
2,58.9,92.8,high,low,public,4,low,low,5,moderate,2,mixed,58.7
8,91.2,51.0,medium,medium,public,7,mid,medium,4,high,5,balanced,74.1
9,63.8,42.7,medium,medium,private,9,mid,high,8,low,1,junk-heavy,88.2
9,96.5,61.2,medium,medium,private,6,low,high,6,high,3,junk-heavy,84.2
9,68.2,47.1,medium,low,public,1,low,high,7,low,2,balanced,74.2
2,92.9,66.9,medium,low,private,5,high,high,6,low,3,balanced,51.5
4,63.3,49.3,high,medium,public,9,low,medium,4,low,5,balanced,58.5
7,75.7,90.5,medium,medium,private,10,low,medium,8,high,6,balanced,88.9
2,55.3,72.5,low,medium,private,10,mid,medium,6,low,5,balanced,57.2
1,83.0,30.0,high,medium,public,0,low,medium,5,high,1,mixed,42.9
3,91.8,86.4,medium,medium,public,9,mid,medium,8,none,3,balanced,72.7
4,85.9,53.1,medium,high,private,9,low,high,9,high,4,mixed,77.9
8,76.2,52.4,high,low,public,2,high,medium,6,moderate,6,mixed,82.2
6,52.3,56.8,medium,low,international,10,low,high,11,high,7,junk-heavy,63.5
2,96.7,74.1,high,medium,private,10,low,high,11,moderate,4,balanced,82.0
9,85.3,60.9,medium,low,private,5,mid,low,4,none,3,junk-heavy,70.3
2,87.3,74.0,low,medium,public,8,high,low,5,none,5,balanced,55.6
5,89.7,40.3,high,high,public,0,mid,high,10,none,6,balanced,59.7
4,87.4,97.9,medium,high,public,5,low,medium,4,low,2,junk-heavy,61.0
7,72.1,81.1,medium,medium,public,1,mid,high,11,moderate,6,balanced,80.7
8,86.7,47.5,high,high,public,8,mid,medium,11,none,3,mixed,98.0
5,81.3,80.7,medium,low,international,1,mid,high,9,low,7,junk-heavy,56.9
5,92.7,70.3,high,medium,public,2,mid,high,4,moderate,7,mixed,57.8
2,90.1,37.6,high,medium,private,1,mid,medium,9,low,1,balanced,69.7
8,52.1,42.5,medium,medium,private,10,mid,medium,5,low,4,balanced,76.0
2,68.9,32.9,low,low,private,3,low,medium,8,low,7,junk-heavy,25.0
6,51.7,86.6,low,high,public,3,high,low,6,high,6,mixed,69.1
8,55.1,68.6,high,medium,public,9,high,medium,11,none,1,mixed,98.0
6,80.1,52.2,medium,medium,public,0,mid,medium,8,high,2,junk-heavy,62.2
4,93.7,38.8,medium,low,international,7,high,high,11,low,4,junk-heavy,57.2
4,56.0,63.9,medium,medium,private,4,low,high,10,low,4,junk-heavy,47.5
6,72.6,66.8,medium,high,public,7,mid,high,11,high,7,balanced,76.7
4,95.5,79.1,medium,medium,public,5,low,low,11,low,4,junk-heavy,63.8
8,90.7,97.9,high,medium,public,1,high,low,9,high,6,junk-heavy,98.0
9,76.0,60.4,medium,high,public,6,mid,high,5,moderate,1,balanced,98.0
1,88.6,58.4,medium,medium,private,9,mid,high,9,low,7,mixed,39.0
4,76.1,55.9,high,medium,private,8,high,medium,6,high,5,mixed,63.8
4,57.9,87.9,medium,medium,private,6,mid,medium,5,low,7,balanced,58.1
2,56.2,40.9,high,medium,private,10,low,medium,7,high,1,mixed,56.0
6,59.4,54.1,medium,medium,public,4,low,high,7,moderate,5,balanced,72.6
3,67.5,80.7,medium,medium,public,3,low,high,11,moderate,6,balanced,53.1
7,96.5,31.1,high,medium,private,10,low,low,8,moderate,3,mixed,98.0
5,90.0,50.3,medium,low,private,7,low,medium,11,moderate,4,junk-heavy,68.0
4,71.6,74.9,medium,low,public,5,low,low,5,none,7,mixed,41.0
5,74.7,43.0,low,medium,public,4,mid,high,10,none,7,balanced,56.8
8,63.3,51.2,high,low,public,6,low,high,6,low,1,mixed,78.2
3,85.2,64.0,high,high,private,10,low,high,11,low,2,mixed,82.5
7,90.1,59.5,medium,medium,public,2,mid,medium,11,moderate,2,junk-heavy,94.8
6,61.9,37.4,high,medium,private,8,mid,low,8,moderate,7,mixed,80.0
1,52.1,95.7,medium,low,public,3,low,high,7,moderate,7,mixed,25.8
7,81.2,33.1,medium,low,private,3,low,high,7,low,5,junk-heavy,60.9
7,78.1,82.5,high,medium,public,7,high,medium,7,moderate,5,junk-heavy,89.6
1,70.1,35.0,high,high,public,5,high,medium,8,moderate,4,mixed,65.7
9,82.2,62.7,medium,medium,public,10,mid,low,6,high,5,balanced,98.0
6,77.5,42.3,low,high,public,0,high,medium,7,high,2,mixed,52.9
2,62.5,39.9,low,low,private,1,mid,low,10,none,1,balanced,42.2
5,69.9,38.8,high,low,private,8,low,low,8,low,1,junk-heavy,79.2
4,71.4,61.7,high,medium,public,5,low,medium,8,low,5,mixed,60.2
7,94.0,66.1,medium,medium,public,6,low,high,11,high,7,junk-heavy,72.3
8,98.0,39.3,high,medium,public,10,mid,medium,4,moderate,5,balanced,98.0
