study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
9,74.4,82.0,medium,medium,public,7,mid,medium,9,low,7,junk-heavy,81.3
3,71.4,32.7,low,medium,private,5,mid,medium,7,moderate,3,junk-heavy,31.7
3,87.0,47.7,high,medium,public,3,mid,high,4,high,6,balanced,50.3
2,70.1,76.9,high,medium,public,0,low,low,11,none,5,mixed,64.0
3,75.7,59.4,low,medium,private,3,mid,medium,8,low,3,balanced,69.8
7,85.4,90.2,high,medium,public,9,low,low,5,high,1,mixed,92.8
1,86.4,34.1,medium,medium,international,3,low,low,10,none,1,mixed,56.6
7,66.1,38.3,low,medium,public,6,high,low,9,moderate,5,mixed,81.9
3,69.1,97.9,medium,low,private,1,high,medium,7,none,7,balanced,56.8
2,56.2,76.9,low,medium,public,10,low,high,6,high,1,balanced,56.5
2,91.9,87.2,medium,medium,public,5,low,high,10,moderate,1,mixed,55.0
6,96.6,49.1,medium,low,private,8,high,low,8,high,6,mixed,85.9
1,77.0,61.4,low,low,international,5,mid,low,10,low,7,balanced,51.5
2,73.4,92.9,medium,medium,private,9,mid,medium,8,moderate,4,balanced,84.3
3,78.0,56.6,low,low,public,8,mid,medium,7,low,2,balanced,52.8
4,78.2,48.3,low,low,public,8,mid,high,10,high,4,junk-heavy,48.2
9,66.9,47.0,high,low,private,0,mid,medium,10,low,7,balanced,69.0
6,80.7,76.2,high,medium,private,9,low,high,5,moderate,5,balanced,76.2
2,81.2,92.9,medium,low,private,2,mid,medium,6,low,4,mixed,49.9
8,53.3,78.3,medium,medium,private,8,mid,low,5,none,4,junk-heavy,85.8
7,81.0,49.2,high,medium,private,8,low,high,7,moderate,4,balanced,92.6
1,70.3,68.8,high,medium,public,6,high,low,4,moderate,5,junk-heavy,45.2
1,53.8,78.9,high,low,public,8,high,medium,11,low,2,balanced,71.3
2,86.5,71.6,medium,high,public,6,low,high,10,low,5,mixed,56.3
7,67.1,93.0,high,high,international,3,low,medium,8,low,3,mixed,98.0
5,95.4,57.1,high,medium,private,1,low,low,4,moderate,6,mixed,64.9
9,90.9,95.6,medium,medium,public,9,high,high,8,none,2,mixed,98.0
7,51.8,96.8,high,medium,private,4,mid,medium,8,none,7,mixed,80.2
4,51.6,66.6,medium,low,private,2,low,high,6,none,2,balanced,40.9
3,96.7,64.8,low,medium,public,0,mid,high,10,moderate,2,junk-heavy,49.5
2,59.3,58.2,low,medium,public,2,mid,medium,6,low,7,mixed,31.0
2,72.9,34.6,medium,medium,public,3,mid,medium,11,high,2,junk-heavy,49.6
7,59.5,77.5,low,medium,public,8,mid,high,10,high,7,junk-heavy,62.5
2,87.8,61.3,medium,high,public,5,high,high,8,none,6,balanced,50.9
7,62.7,96.2,high,high,public,2,high,medium,5,moderate,4,mixed,84.7
1,63.2,56.8,high,medium,private,9,mid,medium,9,moderate,6,balanced,66.5
9,98.9,95.8,low,medium,public,1,high,medium,7,low,1,balanced,98.0
3,95.6,53.0,low,low,private,7,mid,medium,6,high,2,balanced,69.5
7,89.6,92.2,high,high,private,10,mid,high,4,none,2,mixed,95.5
2,54.2,74.8,low,medium,public,5,low,medium,10,moderate,4,mixed,48.3
2,57.4,99.8,medium,medium,public,10,mid,medium,5,high,2,junk-heavy,56.7
3,88.3,97.0,medium,high,public,9,mid,low,11,moderate,6,junk-heavy,93.1
3,84.8,52.5,high,low,private,9,mid,high,11,moderate,6,balanced,70.5
2,75.0,71.9,high,low,public,4,low,low,6,none,7,junk-heavy,40.5
9,82.1,68.1,high,medium,public,1,mid,medium,10,high,3,mixed,98.0
6,96.1,76.3,high,low,public,6,mid,medium,6,high,2,junk-heavy,79.5
3,69.2,45.9,medium,high,private,6,low,high,8,low,4,junk-heavy,47.4
8,99.2,96.9,medium,low,international,8,mid,high,11,low,3,mixed,98.0
9,50.2,100.0,low,medium,public,8,mid,medium,9,low,6,balanced,92.6
8,76.7,43.1,medium,low,public,1,high,medium,7,moderate,6,junk-heavy,64.4
8,86.5,51.0,medium,low,public,3,mid,medium,8,none,6,mixed,72.2
1,88.2,79.3,medium,high,private,6,high,medium,7,high,6,balanced,72.2
4,75.7,91.8,low,low,private,0,low,medium,4,moderate,1,balanced,64.2
8,72.2,79.1,low,low,private,10,mid,low,9,none,4,balanced,88.6
4,93.3,40.8,medium,medium,private,5,high,medium,5,low,6,mixed,52.8
4,51.8,44.4,medium,low,public,7,low,medium,6,none,7,balanced,45.9
1,61.4,85.5,high,medium,private,1,low,high,9,low,5,mixed,47.5
5,74.1,74.4,high,high,private,0,low,medium,6,moderate,7,mixed,65.8
9,66.2,54.9,low,low,private,8,low,high,6,high,3,balanced,75.9
5,82.7,47.4,medium,high,private,9,mid,medium,5,moderate,2,mixed,88.0
3,81.5,82.7,high,medium,public,8,mid,medium,7,high,6,mixed,72.8
1,59.2,95.1,medium,medium,private,7,low,medium,6,low,2,mixed,54.4
4,83.3,60.2,medium,low,private,4,mid,high,4,moderate,5,mixed,42.3
2,71.0,90.6,medium,high,public,4,mid,high,9,low,6,balanced,63.4
1,77.7,37.6,high,low,public,8,mid,high,7,moderate,4,junk-heavy,32.6
3,94.0,45.7,medium,medium,public,4,low,medium,9,high,6,balanced,58.2
7,73.8,31.9,medium,medium,public,8,high,high,5,moderate,2,mixed,81.1
5,98.4,88.1,high,low,private,6,mid,medium,5,moderate,1,balanced,82.7
7,62.5,56.5,high,medium,public,3,low,medium,6,high,1,junk-heavy,75.2
2,65.2,58.1,medium,medium,private,10,high,low,11,low,1,junk-heavy,70.7
5,80.2,87.8,high,medium,public,6,low,medium,8,none,1,mixed,88.1
9,85.1,80.8,low,medium,public,4,mid,medium,7,moderate,6,mixed,83.4
6,80.3,93.6,medium,medium,public,2,high,high,4,moderate,6,junk-heavy,57.5
6,69.4,62.3,high,low,public,1,mid,high,10,low,2,balanced,83.0
5,67.2,31.3,medium,high,public,0,low,medium,6,none,7,mixed,31.9
2,53.4,66.0,high,low,private,10,low,low,9,high,4,mixed,77.5
4,60.5,85.7,medium,medium,international,7,low,medium,4,low,6,junk-heavy,53.9
3,99.3,71.2,medium,medium,public,0,low,high,5,high,2,mixed,45.0
3,81.5,56.5,medium,low,private,1,low,high,5,low,2,mixed,38.8
2,78.6,59.1,high,low,public,10,low,high,9,none,1,junk-heavy,65.8
3,79.4,65.6,medium,low,private,6,mid,medium,10,moderate,1,balanced,78.5
6,87.3,31.2,medium,medium,private,4,low,medium,9,high,2,junk-heavy,64.3
5,54.9,75.8,high,medium,public,7,high,low,6,high,1,junk-heavy,70.7
7,72.2,54.3,high,low,public,3,mid,medium,10,low,6,balanced,82.1
1,52.8,75.7,medium,low,private,7,mid,high,10,low,4,balanced,52.5
9,84.2,54.9,low,low,international,2,mid,low,4,low,4,balanced,83.1
5,68.0,48.4,high,low,public,7,low,low,9,high,4,junk-heavy,67.7
4,80.3,60.4,high,high,private,2,mid,medium,5,moderate,7,junk-heavy,60.3
2,69.2,74.4,medium,medium,private,1,mid,high,9,high,2,junk-heavy,46.8
1,50.8,79.5,medium,low,international,10,low,high,5,moderate,7,mixed,38.9
7,53.1,94.5,medium,low,international,8,mid,high,10,moderate,3,balanced,96.4
4,96.6,44.7,low,medium,public,3,high,low,9,moderate,3,junk-heavy,70.6
1,61.7,52.8,medium,low,public,3,low,high,9,high,2,mixed,32.6
6,70.2,60.8,medium,high,public,10,mid,high,11,high,5,junk-heavy,79.6
7,98.2,47.0,low,low,private,2,high,low,9,low,3,mixed,87.7
3,90.8,42.9,medium,high,public,8,high,medium,11,high,4,junk-heavy,69.9
6,55.1,77.5,medium,low,international,4,low,medium,7,moderate,4,balanced,73.3
3,55.6,49.5,medium,high,private,2,mid,low,8,moderate,6,balanced,60.7
9,91.8,93.3,medium,medium,public,1,mid,medium,8,moderate,6,balanced,90.7
7,79.0,68.6,low,high,private,5,mid,medium,7,moderate,4,junk-heavy,73.2
7,95.6,44.5,medium,low,private,6,high,medium,4,moderate,2,balanced,86.3
1,93.0,72.5,high,medium,private,7,low,low,7,low,2,balanced,82.4
5,73.0,99.3,low,low,private,1,low,low,7,low,2,junk-heavy,57.0
8,90.0,77.2,high,medium,public,8,low,medium,10,low,2,mixed,98.0
4,78.9,66.5,low,low,private,7,low,medium,6,moderate,3,mixed,56.9
3,80.9,76.3,medium,medium,international,8,low,medium,4,none,5,mixed,48.3
3,66.8,71.4,medium,medium,private,0,mid,medium,10,high,4,junk-heavy,56.0
2,91.5,74.9,low,medium,public,2,low,medium,8,high,6,mixed,52.5
6,71.9,45.7,medium,high,public,3,low,low,11,moderate,2,balanced,95.0
7,84.4,81.1,low,high,public,1,mid,high,6,low,3,balanced,80.0
9,70.8,38.0,low,medium,private,7,low,low,4,moderate,6,balanced,82.0
9,96.9,57.8,medium,medium,public,4,mid,medium,9,moderate,5,mixed,81.1
7,87.1,49.1,high,low,international,0,high,medium,5,none,1,balanced,79.9
5,56.8,51.4,medium,low,public,8,high,low,10,moderate,2,mixed,73.2
4,84.5,96.8,medium,high,public,3,low,medium,5,moderate,4,mixed,64.8
2,50.9,39.0,medium,low,private,6,mid,medium,10,low,5,balanced,52.2
1,71.8,93.5,medium,low,public,6,low,medium,5,low,1,mixed,50.9
1,94.7,94.1,high,medium,public,2,mid,medium,6,high,3,mixed,57.6
3,79.4,47.6,medium,low,public,5,high,medium,8,low,6,balanced,54.3
4,96.7,69.9,medium,medium,public,8,mid,medium,9,none,5,mixed,72.0
1,56.9,45.3,medium,medium,private,1,mid,high,9,high,7,junk-heavy,25.0
6,80.6,72.8,low,medium,private,0,low,high,8,moderate,7,balanced,63.7
9,96.0,72.1,medium,low,private,3,low,low,5,moderate,7,mixed,70.0
1,93.8,96.4,high,medium,private,7,low,high,9,high,4,junk-heavy,59.8
8,73.9,93.6,low,low,international,4,low,high,4,low,4,junk-heavy,64.3
5,74.0,68.0,high,medium,international,8,high,medium,4,low,2,balanced,87.8
3,85.2,64.0,high,high,private,10,low,high,11,low,2,mixed,82.5
5,96.8,84.1,medium,medium,public,5,high,high,9,moderate,7,mixed,63.9
6,86.7,53.1,high,medium,public,0,high,medium,8,high,7,balanced,70.7
3,61.7,96.2,medium,medium,public,10,mid,medium,9,low,7,balanced,66.0
3,76.0,33.7,low,low,public,9,high,medium,7,moderate,4,junk-heavy,46.4
1,94.3,89.6,low,low,public,4,mid,high,5,high,5,balanced,42.8
7,51.3,33.0,medium,medium,private,5,mid,medium,8,high,3,mixed,80.0
8,64.1,90.0,medium,low,public,4,mid,high,6,high,5,balanced,71.8
8,76.6,81.4,high,low,public,3,mid,low,6,high,2,mixed,92.0
7,92.9,98.7,high,medium,public,9,low,high,10,low,5,junk-heavy,88.4
1,50.4,42.6,medium,medium,public,8,low,medium,9,none,5,junk-heavy,28.8
4,83.6,55.4,medium,low,private,4,low,medium,8,low,3,mixed,64.7
7,75.7,57.8,medium,high,public,4,high,medium,10,low,6,mixed,86.5
2,80.4,53.7,low,medium,private,7,high,high,7,none,4,mixed,50.8
4,95.6,48.0,medium,high,public,6,high,medium,7,high,3,balanced,81.3
8,79.4,97.6,medium,low,private,5,mid,low,4,high,4,balanced,98.0
1,52.8,56.1,medium,low,international,3,mid,medium,8,low,6,balanced,40.8
5,79.0,35.8,high,medium,private,0,low,low,8,high,2,mixed,74.1
8,85.3,69.6,medium,low,public,10,high,low,6,none,3,balanced,98.0
7,69.3,58.4,medium,low,public,8,high,medium,4,high,5,junk-heavy,68.4
5,63.8,52.5,medium,medium,public,0,low,high,6,low,2,balanced,46.4
7,62.6,86.6,high,high,private,2,low,low,7,moderate,5,balanced,87.8
5,69.7,82.1,medium,high,public,2,mid,medium,4,none,4,balanced,65.8
7,53.1,73.4,high,medium,public,1,high,medium,4,none,4,balanced,75.4
4,61.6,36.7,low,high,public,4,low,medium,4,none,6,mixed,30.7
9,88.6,73.2,low,medium,private,10,low,medium,11,high,5,balanced,98.0
3,74.6,89.5,medium,high,public,5,low,medium,7,low,7,mixed,58.1
6,90.0,60.1,low,medium,public,9,high,medium,7,low,3,balanced,78.6
5,55.5,44.9,medium,medium,public,0,high,low,7,moderate,3,balanced,65.0
4,96.5,56.2,medium,high,private,5,high,high,8,moderate,1,mixed,67.7
7,51.6,39.2,high,medium,private,1,high,high,7,moderate,3,mixed,65.9
1,71.4,33.2,low,high,public,1,high,low,4,moderate,6,mixed,27.5
5,80.3,75.4,medium,medium,private,3,mid,medium,4,none,7,mixed,52.9
2,90.3,83.4,low,medium,public,1,mid,high,6,moderate,1,mixed,45.7
4,83.1,65.1,high,low,public,3,high,medium,11,none,4,junk-heavy,62.4
8,64.7,58.0,high,low,private,7,high,medium,9,low,1,mixed,97.2
4,67.9,70.6,medium,medium,public,4,high,medium,11,moderate,6,balanced,80.4
6,78.7,97.1,high,medium,international,6,low,low,10,low,1,mixed,98.0
7,86.0,98.5,medium,medium,international,0,low,medium,5,none,1,junk-heavy,74.3
1,76.7,34.9,high,medium,private,10,high,medium,5,none,4,balanced,54.0
5,71.9,62.7,low,low,public,5,mid,low,7,none,6,mixed,51.4
5,56.2,72.3,medium,low,public,3,mid,medium,5,none,5,mixed,49.9
4,60.3,30.2,medium,low,private,2,high,medium,8,high,6,junk-heavy,43.8
3,62.4,54.6,medium,low,public,3,mid,medium,10,low,5,balanced,52.4
9,70.1,34.0,medium,low,private,4,mid,high,11,low,6,balanced,83.9
9,54.0,42.5,medium,medium,private,10,low,medium,8,low,1,mixed,92.1
3,69.7,56.7,medium,medium,private,6,mid,low,11,high,4,balanced,74.6
9,89.5,71.4,low,medium,public,10,mid,medium,7,high,5,junk-heavy,85.4
9,85.3,39.4,medium,low,private,8,mid,low,10,low,6,balanced,91.7
8,75.9,60.1,medium,medium,public,9,low,medium,4,low,2,balanced,77.5
9,89.4,93.8,medium,high,public,7,low,low,6,moderate,5,junk-heavy,98.0
6,79.3,78.6,low,low,public,7,low,medium,11,high,5,balanced,79.1
9,60.9,51.1,high,low,public,3,low,low,7,none,3,mixed,76.6
9,85.3,51.8,medium,medium,public,7,low,medium,9,none,7,mixed,81.9
7,70.1,94.7,medium,high,public,4,low,low,9,none,7,junk-heavy,83.1
5,52.7,73.1,low,low,private,4,mid,high,5,none,7,balanced,43.2
9,67.4,77.3,medium,medium,public,8,low,medium,4,low,7,mixed,79.5
8,74.4,70.0,high,high,private,8,low,low,4,low,6,balanced,98.0
9,71.2,82.2,medium,low,private,10,mid,high,4,high,6,balanced,80.5
7,55.1,35.6,high,low,public,9,mid,medium,6,moderate,6,junk-heavy,70.2
2,53.2,88.6,high,medium,public,9,low,high,9,none,5,mixed,48.8
3,77.7,56.7,high,medium,public,3,high,medium,8,high,6,mixed,56.9
2,71.0,77.8,low,high,public,4,high,low,4,moderate,5,mixed,46.9
6,67.8,38.8,low,medium,public,10,low,high,8,none,3,balanced,65.5
7,81.8,80.3,medium,medium,private,4,low,medium,4,low,4,balanced,81.7
6,58.9,42.1,high,high,private,8,mid,high,5,low,5,mixed,76.0
1,65.4,80.9,high,medium,public,0,high,medium,4,high,6,mixed,41.1
2,94.3,71.5,medium,high,international,10,low,medium,4,none,5,junk-heavy,59.7
9,73.5,51.3,medium,high,private,10,low,high,10,high,4,balanced,97.9
5,94.1,52.2,high,low,public,4,mid,medium,5,low,5,mixed,58.1
8,88.3,92.5,high,medium,private,2,low,medium,6,low,1,mixed,88.2
6,56.7,79.0,medium,low,public,8,mid,low,9,low,4,balanced,84.0
2,95.3,31.2,low,medium,private,10,high,medium,6,none,3,balanced,49.2
2,57.0,87.0,medium,low,private,6,mid,high,6,low,4,mixed,41.9
2,80.4,93.1,high,medium,public,6,low,medium,5,moderate,2,mixed,62.4
7,82.8,40.9,medium,low,private,10,high,high,4,none,1,junk-heavy,68.8
9,94.3,59.3,medium,medium,public,8,mid,high,7,low,4,junk-heavy,80.5
5,60.7,96.8,medium,medium,public,3,low,medium,9,high,2,balanced,74.5
3,56.8,46.2,medium,medium,public,9,mid,medium,9,none,4,mixed,54.0
3,55.1,38.0,medium,low,private,8,mid,low,5,moderate,5,balanced,63.1
3,90.7,65.5,medium,high,public,4,mid,high,8,low,7,mixed,57.8
2,92.6,48.2,low,medium,public,0,mid,medium,11,high,2,junk-heavy,41.4
8,97.5,53.7,medium,medium,private,0,high,low,5,low,2,mixed,84.0
6,81.4,38.8,low,high,private,2,mid,medium,6,low,6,mixed,50.0
8,68.3,80.9,high,medium,public,10,mid,medium,10,none,6,balanced,98.0
6,72.8,90.0,high,high,private,2,mid,low,4,high,2,junk-heavy,83.9
7,75.1,81.8,medium,high,public,10,high,medium,10,none,2,junk-heavy,98.0
1,94.3,49.5,medium,medium,international,1,low,high,11,low,6,balanced,48.9
3,98.4,96.0,medium,low,international,6,low,high,9,none,1,balanced,77.7
9,51.6,44.9,low,low,private,9,low,high,6,moderate,7,balanced,77.9
8,88.2,71.6,medium,high,public,7,low,high,9,low,4,mixed,82.0
9,58.9,46.3,high,medium,public,2,low,medium,5,moderate,4,junk-heavy,61.0
1,89.8,87.6,high,high,public,5,low,high,9,none,2,balanced,62.3
4,69.1,79.3,medium,medium,public,6,low,medium,10,moderate,6,balanced,76.6
4,50.9,47.8,high,low,public,1,low,medium,11,none,7,junk-heavy,48.1
2,79.0,76.9,high,medium,public,2,high,medium,11,low,3,junk-heavy,66.0
2,62.9,74.5,medium,high,private,9,mid,high,7,low,1,mixed,64.0
2,68.8,70.0,low,medium,public,3,low,medium,4,moderate,7,junk-heavy,32.1
7,66.7,64.4,low,high,public,3,low,medium,11,none,5,junk-heavy,69.7
3,97.4,80.9,low,low,public,5,low,medium,4,high,4,mixed,49.5
7,67.1,97.5,medium,low,public,1,low,low,9,none,1,balanced,85.5
9,70.3,37.0,medium,low,private,6,mid,medium,8,low,6,mixed,76.9
7,94.8,69.9,low,medium,international,3,low,high,7,low,7,mixed,68.7
3,58.2,75.2,low,low,public,5,mid,medium,4,none,5,mixed,33.3
4,58.5,36.6,low,low,public,2,high,low,5,none,1,balanced,57.7
1,85.0,77.6,medium,low,public,2,low,medium,5,moderate,2,junk-heavy,42.8
3,62.8,37.7,low,high,public,3,low,low,4,moderate,5,balanced,40.0
9,100.0,57.9,medium,medium,private,4,mid,medium,7,none,1,mixed,91.9
6,85.4,36.9,medium,high,private,4,low,low,7,low,7,junk-heavy,65.3
7,73.0,96.6,high,low,public,3,mid,medium,5,high,5,mixed,65.6
6,58.3,79.2,low,medium,public,4,high,low,8,high,2,mixed,75.6
5,93.3,63.1,low,medium,public,8,low,medium,8,low,5,mixed,71.1
9,76.2,87.3,high,low,private,3,high,medium,7,low,6,balanced,98.0
5,61.0,75.2,high,high,public,10,mid,medium,11,high,4,mixed,98.0
8,73.4,65.2,medium,medium,public,6,low,medium,7,low,2,junk-heavy,80.2
5,80.8,64.3,medium,low,private,2,mid,medium,10,high,5,mixed,67.0
3,93.6,66.9,low,medium,public,4,mid,medium,8,moderate,1,mixed,71.8
2,75.0,75.2,high,medium,public,10,mid,medium,11,high,5,balanced,80.9
3,92.5,83.6,medium,low,public,10,mid,medium,11,moderate,6,mixed,66.2
4,90.4,45.9,medium,medium,private,5,mid,medium,11,moderate,1,mixed,77.3
8,98.0,39.3,high,medium,public,10,mid,medium,4,moderate,5,balanced,98.0
3,51.8,91.6,low,low,public,3,low,low,4,low,7,balanced,31.8
3,98.9,93.2,medium,medium,international,9,low,medium,4,high,2,balanced,72.5
8,66.2,68.8,medium,medium,public,9,mid,medium,6,none,1,balanced,97.0
7,82.3,72.6,high,medium,public,10,low,high,8,low,1,balanced,95.2
2,51.4,67.5,low,medium,public,5,mid,medium,5,low,5,junk-heavy,42.3
6,91.9,32.4,medium,low,public,1,mid,medium,8,none,5,mixed,57.7
2,93.6,73.5,low,medium,public,10,mid,low,6,moderate,2,mixed,76.6
1,53.1,55.5,high,medium,international,5,low,high,6,moderate,1,junk-heavy,36.3
3,91.3,58.0,medium,low,private,10,mid,medium,8,moderate,4,balanced,67.1
4,60.5,99.8,high,medium,public,3,low,medium,10,moderate,6,junk-heavy,59.2
4,82.1,32.2,low,medium,public,6,high,medium,9,none,7,balanced,58.6
5,95.0,39.0,low,medium,public,7,low,medium,10,low,4,balanced,79.6
2,83.2,83.8,medium,medium,public,5,low,medium,8,low,2,junk-heavy,65.6
1,71.5,68.6,high,low,public,8,low,medium,5,low,1,mixed,50.1
5,66.2,67.1,medium,medium,international,8,mid,medium,6,moderate,7,mixed,66.8
9,95.1,100.0,medium,medium,public,2,low,high,7,moderate,6,junk-heavy,82.2
8,93.1,63.4,low,low,international,7,low,medium,9,none,5,junk-heavy,71.4
4,94.6,50.0,medium,medium,international,5,low,low,4,none,7,balanced,48.1
6,52.4,57.4,high,medium,international,10,mid,low,9,moderate,2,mixed,98.0
6,77.1,34.8,medium,medium,private,1,mid,medium,6,moderate,1,mixed,70.9
5,67.9,69.4,medium,low,public,2,low,high,7,moderate,7,mixed,40.8
1,84.5,85.5,medium,medium,public,5,low,high,10,none,4,balanced,46.7
2,83.1,70.5,medium,medium,public,5,mid,medium,8,moderate,1,junk-heavy,50.0
4,88.4,48.1,high,high,private,7,high,high,4,none,6,balanced,67.2
9,72.0,91.8,medium,high,international,10,mid,medium,11,none,1,mixed,98.0
6,99.6,89.7,medium,medium,public,9,low,medium,5,moderate,2,balanced,97.6
3,56.9,45.3,medium,medium,public,7,low,low,11,none,1,balanced,71.9
7,97.7,70.9,medium,medium,public,10,low,medium,7,none,7,mixed,69.7
9,88.2,74.1,high,low,private,6,mid,medium,9,low,1,mixed,98.0
4,67.8,48.9,medium,medium,private,5,low,medium,4,moderate,5,mixed,62.0
9,59.4,33.5,medium,low,private,7,mid,medium,10,low,4,mixed,86.9
6,67.8,79.8,high,low,public,1,low,high,10,none,7,junk-heavy,51.1
3,93.5,92.9,medium,medium,private,10,low,medium,9,high,4,mixed,80.3
1,65.7,72.2,high,medium,public,2,mid,medium,8,low,3,junk-heavy,51.3
5,86.8,98.1,medium,low,international,1,mid,medium,7,low,7,mixed,58.3
6,68.4,32.3,low,low,public,1,high,low,10,none,2,junk-heavy,58.4
9,74.9,88.5,high,low,public,5,low,medium,10,none,5,junk-heavy,84.2
1,81.8,65.2,medium,medium,public,10,high,low,7,low,3,mixed,71.0
7,88.7,80.1,medium,medium,private,3,high,low,10,moderate,3,balanced,98.0
7,90.4,41.5,medium,low,public,4,low,medium,7,high,3,mixed,60.3
9,52.9,44.7,high,low,public,9,high,medium,8,moderate,6,junk-heavy,82.4
3,55.7,75.0,medium,low,public,9,low,high,4,high,4,mixed,48.0
5,84.9,68.2,low,high,public,1,low,medium,10,moderate,3,balanced,76.7
2,60.6,35.8,low,medium,public,2,mid,low,6,high,4,junk-heavy,35.7
1,96.4,84.6,medium,medium,public,8,mid,low,6,moderate,5,junk-heavy,57.5
9,87.7,83.4,medium,low,private,2,mid,medium,6,high,1,mixed,98.0
1,75.7,67.8,medium,medium,private,0,mid,medium,7,low,1,balanced,61.6
9,75.0,70.5,low,medium,public,9,mid,low,4,high,4,junk-heavy,89.0
5,64.4,88.7,low,low,private,1,mid,high,11,low,4,junk-heavy,49.9
3,70.0,78.4,high,medium,public,5,low,medium,6,none,5,balanced,56.3
5,78.1,90.4,high,medium,international,3,mid,high,5,low,2,balanced,71.4
2,59.6,90.0,medium,medium,public,9,mid,medium,7,low,6,junk-heavy,47.2
2,52.6,68.3,medium,medium,private,2,mid,low,9,moderate,6,mixed,59.8
7,55.7,96.4,medium,low,public,3,mid,medium,9,none,3,balanced,77.5
2,90.7,35.5,medium,low,private,5,low,low,10,moderate,4,balanced,59.8
5,77.3,82.5,low,low,international,9,mid,high,11,none,2,junk-heavy,63.6
3,80.2,98.0,high,high,public,6,mid,high,10,moderate,3,junk-heavy,71.9
9,93.9,88.3,low,medium,public,10,high,medium,5,moderate,1,mixed,98.0
6,66.5,67.9,medium,high,international,9,mid,medium,9,high,4,balanced,98.0
8,91.6,52.3,low,low,private,0,low,medium,4,high,7,balanced,57.6
4,58.1,30.4,medium,high,public,8,low,medium,6,low,7,junk-heavy,39.4
7,67.4,77.7,high,medium,public,6,mid,high,5,low,1,mixed,84.5
2,62.0,69.2,high,medium,public,0,high,high,8,moderate,1,balanced,62.8
6,68.1,99.1,medium,low,public,3,low,medium,4,high,6,balanced,55.0
7,53.7,90.5,medium,low,private,6,low,medium,9,high,1,mixed,80.5
5,79.7,53.6,high,medium,private,8,mid,medium,8,moderate,5,junk-heavy,84.0
9,98.3,83.7,low,medium,public,6,low,medium,6,low,1,balanced,98.0
9,59.3,54.3,medium,low,public,7,low,high,8,moderate,2,mixed,83.0
4,91.0,86.0,low,medium,private,9,mid,medium,11,low,3,balanced,87.2
4,78.1,50.1,high,low,international,0,mid,medium,5,moderate,4,junk-heavy,49.8
7,50.7,39.2,medium,medium,private,1,mid,medium,9,moderate,5,mixed,68.8
4,74.9,62.3,high,low,private,8,low,high,7,low,1,balanced,71.2
7,61.0,98.4,medium,low,public,7,high,medium,8,none,1,mixed,82.0
7,58.0,85.0,high,medium,public,1,low,medium,11,high,1,mixed,86.2
5,54.7,49.4,medium,low,public,0,low,medium,5,high,7,junk-heavy,25.0
6,92.3,52.7,high,low,public,3,high,medium,7,moderate,6,junk-heavy,64.5
4,56.3,77.3,medium,medium,private,3,low,low,4,low,1,balanced,67.0
6,95.5,32.7,low,medium,public,6,mid,high,5,high,5,balanced,50.5
8,87.4,67.2,medium,high,private,7,high,low,10,low,3,balanced,98.0
9,64.1,31.3,high,high,public,8,mid,low,6,moderate,6,junk-heavy,98.0
4,68.5,86.7,medium,high,public,1,high,low,8,low,7,mixed,67.0
8,54.6,86.3,medium,medium,public,6,low,high,10,low,2,junk-heavy,82.9
1,83.0,30.0,high,medium,public,0,low,medium,5,high,1,mixed,42.9
4,97.1,41.8,medium,low,private,3,mid,high,6,moderate,3,mixed,61.2
1,50.9,33.7,high,medium,international,0,mid,medium,10,low,5,mixed,39.8
2,65.5,93.6,medium,medium,private,10,high,high,5,moderate,5,balanced,66.8
7,82.1,47.2,medium,high,private,2,mid,low,6,none,4,balanced,86.2
6,67.1,91.2,medium,low,public,5,mid,low,6,moderate,6,junk-heavy,57.6
1,70.9,61.8,low,high,public,6,mid,low,4,moderate,6,junk-heavy,32.5
4,64.0,32.0,medium,medium,private,7,mid,medium,9,high,7,junk-heavy,56.8
6,84.2,73.7,medium,low,public,8,high,high,7,high,3,mixed,78.3
1,52.5,44.6,medium,low,private,8,high,low,8,low,4,junk-heavy,41.0
2,82.4,85.8,low,medium,private,3,mid,medium,10,moderate,2,mixed,58.5
9,68.7,63.2,medium,low,public,1,high,high,8,high,1,junk-heavy,66.1
6,53.1,92.5,medium,medium,private,0,high,high,6,low,6,mixed,55.3
6,93.5,92.4,high,medium,private,7,mid,high,5,moderate,3,balanced,97.9
7,96.8,64.6,medium,low,public,6,mid,medium,11,low,6,junk-heavy,84.8
8,63.1,31.9,low,low,public,3,low,medium,10,moderate,1,junk-heavy,69.9
7,55.3,81.6,medium,medium,public,9,high,medium,6,high,1,mixed,88.4
1,81.9,61.3,medium,high,public,9,mid,medium,8,moderate,7,junk-heavy,49.2
6,79.2,61.0,high,medium,public,6,low,medium,10,none,4,balanced,80.7
9,84.0,44.1,low,high,public,3,high,medium,5,moderate,2,balanced,98.0
8,74.2,50.8,high,high,public,0,mid,medium,6,moderate,6,junk-heavy,83.0
3,82.2,68.5,medium,medium,private,4,low,high,7,moderate,3,junk-heavy,56.2
3,95.5,50.2,medium,high,public,6,low,high,11,moderate,5,mixed,63.9
